LOYALTY_CARD_#,LIFESTAGE,PREMIUM_CUSTOMER
223176,New Families,Premium
223177,Young Families,Budget
223178,Older Singles/Couples,Budget
223179,Retirees,Mainstream
223180,Retirees,Budget
223181,Retirees,Budget
223182,Older Families,Mainstream
223183,Older Families,Premium
223184,Retirees,Mainstream
223185,Retirees,Premium
223186,Young Singles/Couples,Mainstream
223187,Young Families,Budget
223188,Older Singles/Couples,Premium
223189,Older Families,Budget
223190,Older Singles/Couples,Mainstream
223191,Retirees,Budget
223192,Young Singles/Couples,Budget
223193,Retirees,Budget
223194,Retirees,Budget
223195,Retirees,Mainstream
223196,Retirees,Budget
223197,Older Singles/Couples,Premium
223198,Young Families,Budget
223199,Older Singles/Couples,Mainstream
223200,Older Families,Budget
223201,Older Singles/Couples,Mainstream
223202,Older Families,Budget
223203,Young Singles/Couples,Budget
223204,Older Families,Budget
223205,Older Singles/Couples,Budget
223206,Young Families,Premium
223207,Older Families,Budget
223208,Young Singles/Couples,Premium
223209,Young Singles/Couples,Mainstream
223210,Midage Singles/Couples,Budget
223211,Older Singles/Couples,Premium
223212,Older Singles/Couples,Premium
223213,Older Singles/Couples,Mainstream
223214,Young Singles/Couples,Mainstream
223215,Older Singles/Couples,Premium
223216,Midage Singles/Couples,Premium
223217,Older Singles/Couples,Premium
223218,Young Singles/Couples,Premium
223219,Older Families,Mainstream
223220,Older Families,Mainstream
223221,Older Families,Budget
223222,Older Singles/Couples,Premium
223223,New Families,Budget
223224,Young Singles/Couples,Budget
223225,Young Families,Premium
223226,Young Families,Budget
223227,Retirees,Premium
223228,Retirees,Mainstream
223229,Older Singles/Couples,Mainstream
223230,Older Singles/Couples,Budget
223231,Older Families,Premium
223232,Older Families,Mainstream
223233,Retirees,Premium
223234,Young Families,Mainstream
223235,Young Singles/Couples,Mainstream
223236,Retirees,Mainstream
223237,Older Families,Budget
223238,Older Families,Budget
223239,Older Singles/Couples,Budget
223240,Young Singles/Couples,Mainstream
223241,Young Singles/Couples,Mainstream
223242,Retirees,Premium
223243,Retirees,Mainstream
223244,Young Singles/Couples,Mainstream
223245,Young Families,Budget
223246,Older Families,Mainstream
223247,Retirees,Premium
223248,Older Singles/Couples,Premium
223249,Retirees,Premium
223250,Older Families,Mainstream
223251,Midage Singles/Couples,Budget
223252,Retirees,Mainstream
223253,Older Singles/Couples,Premium
223254,Older Singles/Couples,Premium
223255,Older Families,Premium
223256,Older Families,Premium
223257,Older Singles/Couples,Mainstream
223258,Older Families,Budget
223259,Older Singles/Couples,Premium
223260,Older Families,Budget
223261,Older Singles/Couples,Mainstream
223262,Young Singles/Couples,Mainstream
223263,Midage Singles/Couples,Premium
223264,Older Singles/Couples,Budget
223265,Older Families,Mainstream
223266,Young Families,Premium
223267,Older Families,Mainstream
223268,Young Singles/Couples,Budget
223269,Young Singles/Couples,Budget
223270,Young Singles/Couples,Budget
224001,Older Singles/Couples,Mainstream
224003,Midage Singles/Couples,Mainstream
224010,Older Singles/Couples,Premium
224011,Retirees,Budget
224019,Retirees,Premium
224026,Young Singles/Couples,Mainstream
224031,Young Singles/Couples,Mainstream
224035,Retirees,Mainstream
224036,Retirees,Premium
224063,Retirees,Premium
224073,Older Singles/Couples,Mainstream
224092,Young Families,Budget
224101,Retirees,Mainstream
224105,Retirees,Premium
224112,Young Singles/Couples,Budget
224135,New Families,Mainstream
224142,Retirees,Premium
224143,Older Families,Mainstream
224145,Young Singles/Couples,Premium
224159,Young Families,Mainstream
224163,Older Singles/Couples,Mainstream
224182,Young Families,Mainstream
224194,Young Singles/Couples,Budget
224195,Midage Singles/Couples,Budget
224196,Older Singles/Couples,Mainstream
224204,Young Families,Budget
224208,Retirees,Premium
224214,Young Singles/Couples,Mainstream
224219,New Families,Budget
224224,Older Singles/Couples,Mainstream
224226,Retirees,Mainstream
224228,Retirees,Mainstream
224230,Young Families,Mainstream
224234,Young Singles/Couples,Budget
224238,Young Singles/Couples,Premium
224240,Young Singles/Couples,Premium
224247,Retirees,Premium
224269,Midage Singles/Couples,Mainstream
224275,Midage Singles/Couples,Mainstream
224288,Older Families,Premium
224301,Young Families,Mainstream
224310,Young Families,Budget
224323,Retirees,Mainstream
224326,Young Singles/Couples,Premium
224348,Retirees,Premium
224353,Young Families,Budget
224363,Retirees,Budget
224371,Young Singles/Couples,Mainstream
224379,Young Singles/Couples,Mainstream
224381,Midage Singles/Couples,Mainstream
224383,Older Families,Budget
224391,Older Singles/Couples,Mainstream
224400,Midage Singles/Couples,Mainstream
224419,Older Singles/Couples,Budget
224429,Young Families,Mainstream
224430,Young Singles/Couples,Mainstream
224451,Older Families,Budget
224456,Older Families,Premium
224460,Retirees,Premium
224461,Older Singles/Couples,Budget
224468,Young Singles/Couples,Premium
224470,Retirees,Premium
225000,Older Singles/Couples,Budget
225001,Retirees,Mainstream
225002,New Families,Budget
225003,Older Families,Mainstream
225004,Retirees,Premium
225005,Older Singles/Couples,Mainstream
225006,Young Families,Premium
225007,Retirees,Premium
225008,Retirees,Premium
225009,Older Families,Premium
225010,Young Singles/Couples,Budget
225011,New Families,Budget
225012,Young Families,Budget
225013,Older Singles/Couples,Premium
225014,Older Families,Premium
225015,Young Singles/Couples,Budget
225016,Older Singles/Couples,Budget
225017,Young Singles/Couples,Budget
225018,Young Families,Budget
225019,Older Families,Budget
225020,Young Singles/Couples,Budget
225021,Young Families,Premium
225022,Retirees,Budget
225023,Midage Singles/Couples,Premium
225024,Older Families,Budget
225025,Retirees,Premium
225026,Retirees,Premium
225027,Retirees,Premium
225028,Young Families,Budget
225029,Young Families,Mainstream
225030,Retirees,Budget
225031,Midage Singles/Couples,Budget
225032,Young Families,Premium
225033,Young Families,Budget
225034,Older Singles/Couples,Mainstream
225035,Young Families,Mainstream
225036,Young Families,Premium
225037,Young Singles/Couples,Mainstream
225038,Older Families,Premium
225039,Young Singles/Couples,Budget
225040,Retirees,Premium
225041,Older Singles/Couples,Premium
225042,Older Singles/Couples,Mainstream
225043,Older Families,Mainstream
225044,Older Families,Premium
225045,Older Families,Budget
225046,Older Families,Premium
225047,Older Families,Budget
225048,Retirees,Budget
225049,Retirees,Mainstream
225050,Young Singles/Couples,Premium
225051,Young Singles/Couples,Mainstream
225052,Young Families,Premium
225053,Midage Singles/Couples,Premium
225054,Midage Singles/Couples,Budget
225055,Older Singles/Couples,Premium
225056,Retirees,Premium
225057,Older Singles/Couples,Premium
225058,Retirees,Mainstream
225059,Retirees,Mainstream
225060,Older Singles/Couples,Budget
225061,Retirees,Premium
225062,Older Singles/Couples,Mainstream
225063,Older Singles/Couples,Mainstream
225064,Retirees,Budget
225065,Older Families,Premium
225066,Young Singles/Couples,Mainstream
225067,Older Families,Budget
225068,Midage Singles/Couples,Budget
225069,Older Singles/Couples,Mainstream
225070,Young Families,Premium
225071,Older Singles/Couples,Premium
225072,Older Families,Budget
225073,Midage Singles/Couples,Premium
225074,Older Families,Mainstream
225075,Older Singles/Couples,Budget
225076,Retirees,Budget
225077,Older Families,Mainstream
225078,Older Singles/Couples,Budget
225079,Retirees,Budget
225080,Retirees,Premium
225081,Retirees,Premium
225082,Young Singles/Couples,Premium
225083,Retirees,Mainstream
225084,Young Singles/Couples,Mainstream
225085,Older Families,Mainstream
225086,Midage Singles/Couples,Mainstream
225087,Young Singles/Couples,Budget
225088,Older Families,Budget
225089,Midage Singles/Couples,Mainstream
225090,Retirees,Mainstream
225091,New Families,Premium
225092,Young Singles/Couples,Mainstream
225093,Retirees,Budget
225094,Midage Singles/Couples,Mainstream
225095,Young Families,Budget
225096,Retirees,Budget
225097,Older Singles/Couples,Premium
225098,Older Singles/Couples,Budget
225099,Older Families,Mainstream
225100,Young Singles/Couples,Premium
225101,Young Singles/Couples,Premium
225102,Young Singles/Couples,Budget
225103,Young Families,Budget
225104,Retirees,Budget
225105,Young Families,Budget
225106,Retirees,Mainstream
225107,Retirees,Mainstream
225108,Older Families,Premium
225109,Older Families,Mainstream
225110,Older Singles/Couples,Mainstream
225111,Older Families,Budget
225112,New Families,Premium
225113,Retirees,Mainstream
225114,Young Singles/Couples,Mainstream
225115,Young Families,Budget
225116,Older Singles/Couples,Mainstream
225117,Older Singles/Couples,Budget
225118,Midage Singles/Couples,Mainstream
225119,Older Families,Premium
225120,Retirees,Mainstream
225121,New Families,Premium
225122,Older Singles/Couples,Mainstream
225123,Young Families,Budget
225124,Young Singles/Couples,Budget
225125,Young Families,Mainstream
225126,Retirees,Premium
225127,Retirees,Budget
225128,Older Families,Budget
225129,Older Singles/Couples,Mainstream
225130,Older Singles/Couples,Budget
225131,Older Singles/Couples,Budget
225132,Young Families,Budget
225133,Older Singles/Couples,Mainstream
225134,Young Families,Budget
225135,Older Singles/Couples,Premium
225136,Older Singles/Couples,Budget
225137,Older Singles/Couples,Premium
225138,Older Families,Premium
225139,Midage Singles/Couples,Mainstream
225140,Retirees,Mainstream
225141,Young Families,Budget
225142,Retirees,Mainstream
225143,Midage Singles/Couples,Mainstream
225144,Young Families,Budget
225145,Older Families,Premium
225146,Retirees,Mainstream
225147,Young Families,Premium
225148,Young Families,Premium
225149,Young Families,Mainstream
225150,Young Singles/Couples,Budget
225151,Older Singles/Couples,Budget
225152,Young Families,Mainstream
225153,Retirees,Mainstream
225154,Older Singles/Couples,Mainstream
225155,Retirees,Premium
225156,Young Families,Budget
225157,Older Families,Budget
225158,Older Singles/Couples,Premium
225159,Older Singles/Couples,Mainstream
225160,Older Singles/Couples,Premium
225161,Retirees,Premium
225162,Retirees,Mainstream
225163,Young Singles/Couples,Budget
225164,Retirees,Premium
225165,Older Singles/Couples,Mainstream
225166,Young Families,Budget
225167,Older Singles/Couples,Premium
225168,Young Families,Premium
225169,Young Singles/Couples,Mainstream
225170,Retirees,Budget
225171,Midage Singles/Couples,Budget
225172,Older Families,Mainstream
225173,Older Singles/Couples,Premium
225174,Midage Singles/Couples,Budget
225175,Older Families,Budget
225176,Older Singles/Couples,Mainstream
225177,Older Singles/Couples,Budget
225178,Young Families,Budget
225179,Older Singles/Couples,Premium
225180,Midage Singles/Couples,Mainstream
225181,Retirees,Mainstream
225182,Midage Singles/Couples,Premium
225183,Older Families,Mainstream
225184,New Families,Premium
225185,Young Families,Premium
225186,Young Families,Budget
225187,Older Families,Mainstream
225188,Retirees,Mainstream
225189,Retirees,Premium
225190,Older Singles/Couples,Mainstream
225191,Older Singles/Couples,Mainstream
225192,Older Families,Budget
225193,Older Families,Premium
225194,Older Singles/Couples,Premium
225195,Retirees,Budget
225196,Young Families,Mainstream
225197,Older Families,Budget
225198,Retirees,Budget
225199,Retirees,Budget
225200,Older Singles/Couples,Budget
225201,Young Singles/Couples,Mainstream
225202,Young Singles/Couples,Mainstream
225203,Older Singles/Couples,Budget
225204,Older Singles/Couples,Budget
225205,Young Singles/Couples,Premium
225206,Older Singles/Couples,Premium
225207,Young Families,Mainstream
225208,Retirees,Mainstream
225209,Older Families,Budget
225210,Older Singles/Couples,Mainstream
225211,Older Singles/Couples,Premium
225212,Young Families,Budget
225213,Midage Singles/Couples,Mainstream
225214,Young Families,Premium
225215,Young Families,Premium
225216,Midage Singles/Couples,Premium
225217,Young Families,Mainstream
225218,Older Singles/Couples,Mainstream
225219,Retirees,Mainstream
225220,Older Families,Budget
225221,Older Singles/Couples,Mainstream
225222,Older Families,Budget
225223,Older Singles/Couples,Mainstream
225224,Older Families,Budget
225225,Older Singles/Couples,Mainstream
225226,Young Families,Mainstream
225227,Retirees,Budget
225228,Retirees,Mainstream
225229,Young Singles/Couples,Mainstream
225230,Midage Singles/Couples,Budget
225231,Older Families,Budget
225232,Older Singles/Couples,Budget
225233,Midage Singles/Couples,Premium
225234,Retirees,Budget
225235,Young Families,Budget
225236,New Families,Mainstream
225237,Retirees,Mainstream
225238,Older Singles/Couples,Premium
225239,Midage Singles/Couples,Premium
225240,Young Singles/Couples,Mainstream
225241,Older Singles/Couples,Budget
225242,Midage Singles/Couples,Budget
225243,Young Families,Budget
225244,Young Families,Premium
225245,Young Singles/Couples,Mainstream
225246,Older Families,Budget
225247,Retirees,Budget
225248,Young Families,Premium
225249,Midage Singles/Couples,Mainstream
225250,Retirees,Mainstream
226000,Older Families,Premium
226002,Older Singles/Couples,Budget
226003,Young Families,Premium
226004,Young Families,Mainstream
226005,Older Singles/Couples,Budget
226006,Young Singles/Couples,Mainstream
226007,Midage Singles/Couples,Mainstream
226008,Older Families,Mainstream
